행정구역,2024년01월_계_총인구수,2024년01월_계_연령구간인구수,2024년01월_계_0~9세,2024년01월_계_10~19세,2024년01월_계_20~29세,2024년01월_계_30~39세,2024년01월_계_40~49세,2024년01월_계_50~59세,2024년01월_계_60~69세,2024년01월_계_70~79세,2024년01월_계_80~89세,2024년01월_계_90~99세,2024년01월_계_100세 이상,2024년01월_남_총인구수,2024년01월_남_연령구간인구수,2024년01월_남_0~9세,2024년01월_남_10~19세,2024년01월_남_20~29세,2024년01월_남_30~39세,2024년01월_남_40~49세,2024년01월_남_50~59세,2024년01월_남_60~69세,2024년01월_남_70~79세,2024년01월_남_80~89세,2024년01월_남_90~99세,2024년01월_남_100세 이상,2024년01월_여_총인구수,2024년01월_여_연령구간인구수,2024년01월_여_0~9세,2024년01월_여_10~19세,2024년01월_여_20~29세,2024년01월_여_30~39세,2024년01월_여_40~49세,2024년01월_여_50~59세,2024년01월_여_60~69세,2024년01월_여_70~79세,2024년01월_여_80~89세,2024년01월_여_90~99세,2024년01월_여_100세 이상
광주광역시 남구 월산4동(2915563000),"8,103","8,103",265,480,"1,012",957,"1,046","1,329","1,494","1,001",459,57,3,"4,138","4,138",137,258,518,543,614,715,702,447,189,15,0,"3,965","3,965",128,222,494,414,432,614,792,554,270,42,3
광주광역시 남구 월산5동(2915564000),"5,939","5,939",154,291,780,616,709,"1,013","1,219",774,331,51,1,"2,938","2,938",75,151,410,344,418,506,556,346,123,9,0,"3,001","3,001",79,140,370,272,291,507,663,428,208,42,1
광주광역시 남구 백운1동(2915567000),"11,653","11,653",654,"1,119","1,346","1,114","1,772","1,816","1,948","1,211",580,92,1,"5,465","5,465",343,547,698,566,840,846,847,507,245,26,0,"6,188","6,188",311,572,648,548,932,970,"1,101",704,335,66,1
광주광역시 남구 백운2동(2915568000),"6,770","6,770",444,420,"1,028",936,946,"1,023",979,633,324,36,1,"3,357","3,357",222,212,475,509,510,515,471,294,141,8,0,"3,413","3,413",222,208,553,427,436,508,508,339,183,28,1
광주광역시 남구 주월1동(2915569000),"21,109","21,109","1,425","2,189","2,712","2,390","3,318","3,579","3,026","1,712",659,97,2,"10,229","10,229",737,"1,136","1,379","1,201","1,648","1,685","1,378",786,264,14,1,"10,880","10,880",688,"1,053","1,333","1,189","1,670","1,894","1,648",926,395,83,1
광주광역시 남구 주월2동(2915570000),"7,566","7,566",343,530,837,763,"1,011","1,241","1,449",940,399,49,4,"3,741","3,741",167,271,461,417,536,598,651,456,170,13,1,"3,825","3,825",176,259,376,346,475,643,798,484,229,36,3
광주광역시 남구 진월동(2915570500),"28,151","28,151","1,670","3,851","3,797","2,590","4,456","4,744","3,688","2,185","1,032",135,3,"13,061","13,061",801,"1,770","1,985","1,214","2,025","2,157","1,690",947,439,31,2,"15,090","15,090",869,"2,081","1,812","1,376","2,431","2,587","1,998","1,238",593,104,1
광주광역시 남구 효덕동(2915571000),"15,474","15,474","1,177","1,706","1,877","1,978","2,614","2,145","2,121","1,281",490,76,9,"7,372","7,372",627,859,884,973,"1,266","1,012",950,592,191,18,0,"8,102","8,102",550,847,993,"1,005","1,348","1,133","1,171",689,299,58,9
광주광역시 남구 송암동(2915572000),"21,212","21,212","2,759","2,418","2,202","3,367","4,054","2,785","2,245",949,361,69,3,"10,301","10,301","1,440","1,245","1,074","1,654","2,018","1,283","1,021",438,125,3,0,"10,911","10,911","1,319","1,173","1,128","1,713","2,036","1,502","1,224",511,236,66,3
광주광역시 남구 대촌동(2915573000),"8,211","8,211",661,576,620,"1,153","1,112","1,155","1,387",864,575,105,3,"4,045","4,045",328,273,348,612,596,612,689,386,180,20,1,"4,166","4,166",333,303,272,541,516,543,698,478,395,85,2
광주광역시 북구 (2917000000),"421,473","421,473","28,590","39,964","55,260","52,658","64,383","71,691","60,156","31,780","14,815","2,124",52,"208,505","208,505","14,534","20,947","29,065","27,459","32,503","35,299","28,474","14,192","5,548",480,4,"212,968","212,968","14,056","19,017","26,195","25,199","31,880","36,392","31,682","17,588","9,267","1,644",48
광주광역시 북구 중흥1동(2917051000),"4,445","4,445",192,147,701,883,580,603,661,445,207,26,0,"2,307","2,307",89,73,316,463,360,353,339,220,85,9,0,"2,138","2,138",103,74,385,420,220,250,322,225,122,17,0
광주광역시 북구 중흥동(2917053500),"15,066","15,066","1,057","1,029","2,587","2,231","2,186","2,147","1,766","1,317",658,87,1,"7,731","7,731",541,524,"1,326","1,254","1,191","1,158",854,578,277,28,0,"7,335","7,335",516,505,"1,261",977,995,989,912,739,381,59,1
광주광역시 북구 중앙동(2917055500),"3,815","3,815",232,182,541,579,565,616,578,337,160,22,3,"2,010","2,010",129,89,274,306,316,355,309,163,64,5,0,"1,805","1,805",103,93,267,273,249,261,269,174,96,17,3
광주광역시 북구 임동(2917057000),"9,048","9,048",634,558,"1,116","1,394","1,262","1,383","1,305",944,401,50,1,"4,408","4,408",325,284,540,697,677,684,582,425,185,9,0,"4,640","4,640",309,274,576,697,585,699,723,519,216,41,1
광주광역시 북구 신안동(2917058000),"12,282","12,282",499,576,"2,092","2,005","1,594","1,930","1,850","1,119",563,53,1,"6,443","6,443",258,301,"1,046","1,148",948,"1,028",969,499,237,9,0,"5,839","5,839",241,275,"1,046",857,646,902,881,620,326,44,1
광주광역시 북구 용봉동(2917059000),"37,147","37,147","2,117","3,334","6,774","4,477","5,066","6,427","5,162","2,518","1,113",156,3,"18,493","18,493","1,079","1,722","3,605","2,405","2,562","3,056","2,430","1,128",462,44,0,"18,654","18,654","1,038","1,612","3,169","2,072","2,504","3,371","2,732","1,390",651,112,3
광주광역시 북구 운암1동(2917060100),"18,488","18,488","1,380","2,159","2,168","1,909","2,962","3,026","2,775","1,512",523,74,0,"8,914","8,914",713,"1,088","1,126",938,"1,377","1,428","1,267",715,244,18,0,"9,574","9,574",667,"1,071","1,042",971,"1,585","1,598","1,508",797,279,56,0
광주광역시 북구 운암2동(2917060200),"11,261","11,261",383,768,"1,444","1,187","1,486","1,931","2,090","1,276",622,70,4,"5,678","5,678",176,373,774,670,801,"1,024",994,588,258,20,0,"5,583","5,583",207,395,670,517,685,907,"1,096",688,364,50,4
광주광역시 북구 운암3동(2917060300),"13,249","13,249",931,"1,347","1,614","1,601","1,868","2,242","2,192",970,405,78,1,"6,330","6,330",446,695,892,812,881,999,993,456,144,12,0,"6,919","6,919",485,652,722,789,987,"1,243","1,199",514,261,66,1
광주광역시 북구 동림동(2917061500),"22,780","22,780","1,779","2,132","2,643","3,155","3,742","3,934","3,157","1,544",608,83,3,"11,134","11,134",899,"1,179","1,385","1,602","1,880","1,841","1,409",680,240,18,1,"11,646","11,646",880,953,"1,258","1,553","1,862","2,093","1,748",864,368,65,2
광주광역시 북구 우산동(2917062000),"15,699","15,699","1,272","1,263","1,586","2,134","2,363","2,245","2,402","1,603",722,107,2,"7,684","7,684",655,657,818,"1,088","1,247","1,151","1,097",685,269,16,1,"8,015","8,015",617,606,768,"1,046","1,116","1,094","1,305",918,453,91,1
광주광역시 북구 풍향동(2917063500),"5,225","5,225",410,482,578,617,846,839,731,464,228,30,0,"2,600","2,600",204,248,301,325,449,424,354,209,81,5,0,"2,625","2,625",206,234,277,292,397,415,377,255,147,25,0
광주광역시 북구 문화동(2917065000),"22,892","22,892","1,884","1,724","2,548","3,479","3,296","3,642","3,476","1,882",831,126,4,"11,215","11,215",957,899,"1,329","1,766","1,706","1,767","1,633",829,302,27,0,"11,677","11,677",927,825,"1,219","1,713","1,590","1,875","1,843","1,053",529,99,4
광주광역시 북구 문흥1동(2917065600),"15,487","15,487",853,"1,675","2,015","1,526","2,173","2,883","2,570","1,188",541,62,1,"7,490","7,490",401,861,"1,063",825,992,"1,353","1,239",539,198,19,0,"7,997","7,997",452,814,952,701,"1,181","1,530","1,331",649,343,43,1
광주광역시 북구 문흥2동(2917065700),"14,749","14,749",745,"1,264","2,224","1,743","2,076","2,387","2,321","1,202",684,102,1,"6,983","6,983",390,656,"1,121",942,"1,012","1,121",979,489,241,31,1,"7,766","7,766",355,608,"1,103",801,"1,064","1,266","1,342",713,443,71,0
광주광역시 북구 두암1동(2917066100),"7,214","7,214",207,483,942,689,836,"1,282","1,322",974,423,54,2,"3,589","3,589",111,258,495,388,440,648,618,419,187,25,0,"3,625","3,625",96,225,447,301,396,634,704,555,236,29,2
광주광역시 북구 두암2동(2917066200),"15,074","15,074",578,"1,169","1,872","1,523","1,941","2,701","2,842","1,669",671,105,3,"7,402","7,402",288,608,962,822,"1,026","1,332","1,293",776,274,21,0,"7,672","7,672",290,561,910,701,915,"1,369","1,549",893,397,84,3
광주광역시 북구 두암3동(2917066300),"12,402","12,402",319,663,"1,269","1,097","1,272","2,200","2,851","1,700",895,136,0,"5,918","5,918",166,348,658,593,677,"1,101","1,364",722,256,33,0,"6,484","6,484",153,315,611,504,595,"1,099","1,487",978,639,103,0
광주광역시 북구 삼각동(2917066600),"13,301","13,301",771,"1,473","1,902","1,500","2,101","2,646","1,743",782,330,53,0,"6,868","6,868",417,841,"1,082",810,"1,016","1,325",895,345,126,11,0,"6,433","6,433",354,632,820,690,"1,085","1,321",848,437,204,42,0
광주광역시 북구 일곡동(2917066900),"28,244","28,244","1,791","3,940","4,144","2,803","4,569","5,872","3,084","1,189",740,110,2,"13,766","13,766",910,"2,145","2,256","1,378","1,980","2,836","1,497",492,244,28,0,"14,478","14,478",881,"1,795","1,888","1,425","2,589","3,036","1,587",697,496,82,2
광주광역시 북구 매곡동(2917067300),"13,305","13,305",935,"1,500","1,729","1,493","1,996","2,449","1,851",819,449,81,3,"6,478","6,478",505,817,929,757,934,"1,107",867,372,169,20,1,"6,827","6,827",430,683,800,736,"1,062","1,342",984,447,280,61,2
광주광역시 북구 오치1동(2917067600),"10,276","10,276",402,896,"1,407","1,157","1,388","1,993","1,719",889,375,49,1,"5,215","5,215",195,472,750,641,725,"1,021",856,418,125,12,0,"5,061","5,061",207,424,657,516,663,972,863,471,250,37,1
광주광역시 북구 오치2동(2917067700),"11,609","11,609",400,671,"1,482","1,342","1,390","2,040","2,359","1,173",651,96,5,"5,660","5,660",183,363,789,724,760,986,"1,119",523,201,12,0,"5,949","5,949",217,308,693,618,630,"1,054","1,240",650,450,84,5
광주광역시 북구 석곡동(2917068500),"2,324","2,324",53,106,172,176,191,408,582,367,234,34,1,"1,191","1,191",25,55,107,99,106,230,312,170,81,6,0,"1,133","1,133",28,51,65,77,85,178,270,197,153,28,1
광주광역시 북구 건국동(2917069500),"21,082","21,082","2,147","2,547","2,298","2,823","3,860","3,467","2,273","1,063",516,85,3,"10,629","10,629","1,132","1,326","1,201","1,391","1,940","1,805","1,159",494,168,13,0,"10,453","10,453","1,015","1,221","1,097","1,432","1,920","1,662","1,114",569,348,72,3
광주광역시 북구 양산동(2917069600),"36,065","36,065","3,098","3,842","4,492","4,931","6,319","6,155","4,227","1,938",924,135,4,"18,080","18,080","1,577","1,984","2,375","2,571","3,300","3,056","2,025",858,311,23,0,"17,985","17,985","1,521","1,858","2,117","2,360","3,019","3,099","2,202","1,080",613,112,4
광주광역시 북구 신용동(2917069700),"28,944","28,944","3,521","4,034","2,920","4,204","6,455","4,243","2,267",896,341,60,3,"14,289","14,289","1,763","2,081","1,545","2,044","3,200","2,110","1,021",400,119,6,0,"14,655","14,655","1,758","1,953","1,375","2,160","3,255","2,133","1,246",496,222,54,3
광주광역시 광산구 (2920000000),"396,562","396,562","31,364","49,277","55,045","49,646","70,913","70,821","41,086","18,048","9,062","1,258",42,"200,034","200,034","16,064","25,335","29,259","25,874","35,066","36,144","21,111","8,002","2,964",212,3,"196,528","196,528","15,300","23,942","25,786","23,772","35,847","34,677","19,975","10,046","6,098","1,046",39
광주광역시 광산구 송정1동(2920051500),"10,360","10,360",500,967,"1,535","1,060","1,568","1,900","1,466",919,394,51,0,"5,247","5,247",264,508,856,567,814,978,723,372,152,13,0,"5,113","5,113",236,459,679,493,754,922,743,547,242,38,0
광주광역시 광산구 송정2동(2920052500),"6,224","6,224",314,306,898,857,749,"1,033",929,726,376,35,1,"3,079","3,079",156,170,448,472,399,533,430,322,142,6,1,"3,145","3,145",158,136,450,385,350,500,499,404,234,29,0
광주광역시 광산구 도산동(2920054000),"14,513","14,513","1,121","1,374","1,954","1,852","2,311","2,583","1,768","1,024",481,44,1,"7,365","7,365",576,727,"1,097",960,"1,209","1,327",848,435,178,8,0,"7,148","7,148",545,647,857,892,"1,102","1,256",920,589,303,36,1
광주광역시 광산구 신흥동(2920055000),"4,267","4,267",223,355,518,445,611,735,698,439,210,29,4,"2,145","2,145",118,177,289,252,315,366,343,190,87,8,0,"2,122","2,122",105,178,229,193,296,369,355,249,123,21,4
광주광역시 광산구 어룡동(2920056500),"33,240","33,240","3,356","3,900","3,711","4,779","6,337","5,252","3,568","1,536",682,114,5,"17,025","17,025","1,733","1,987","2,034","2,449","3,385","2,710","1,759",715,239,14,0,"16,215","16,215","1,623","1,913","1,677","2,330","2,952","2,542","1,809",821,443,100,5
광주광역시 광산구 우산동(2920058000),"29,015","29,015","2,325","2,052","3,643","4,713","4,249","5,106","4,114","1,732",933,142,6,"14,752","14,752","1,213","1,058","1,919","2,529","2,272","2,565","2,139",786,255,14,2,"14,263","14,263","1,112",994,"1,724","2,184","1,977","2,541","1,975",946,678,128,4
광주광역시 광산구 월곡1동(2920060000),"9,900","9,900",501,914,"1,445","1,143","1,282","2,026","1,629",621,283,55,1,"5,042","5,042",262,494,782,641,647,982,826,300,94,14,0,"4,858","4,858",239,420,663,502,635,"1,044",803,321,189,41,1
광주광역시 광산구 월곡2동(2920061000),"14,774","14,774",831,"1,657","2,057","1,625","2,321","2,986","2,034",841,382,37,3,"7,394","7,394",422,853,"1,071",845,"1,135","1,507","1,018",400,132,11,0,"7,380","7,380",409,804,986,780,"1,186","1,479","1,016",441,250,26,3
광주광역시 광산구 비아동(2920062000),"7,441","7,441",556,797,847,737,"1,316","1,536",934,428,248,42,0,"3,910","3,910",293,410,487,382,702,864,511,183,72,6,0,"3,531","3,531",263,387,360,355,614,672,423,245,176,36,0
광주광역시 광산구 첨단1동(2920062400),"27,471","27,471","1,816","3,066","4,531","3,872","3,925","5,577","3,221",910,487,64,2,"13,702","13,702",926,"1,528","2,440","2,079","1,825","2,569","1,737",416,173,9,0,"13,769","13,769",890,"1,538","2,091","1,793","2,100","3,008","1,484",494,314,55,2
광주광역시 광산구 첨단2동(2920062600),"42,075","42,075","2,934","4,963","7,402","5,825","6,970","8,191","3,795","1,229",663,101,2,"21,250","21,250","1,493","2,587","3,883","3,117","3,348","4,052","2,018",555,179,18,0,"20,825","20,825","1,441","2,376","3,519","2,708","3,622","4,139","1,777",674,484,83,2
광주광역시 광산구 신가동(2920063000),"19,148","19,148","1,836","2,797","2,641","2,161","3,780","3,566","1,444",627,273,23,0,"9,755","9,755",945,"1,479","1,391","1,114","1,831","1,886",751,258,95,5,0,"9,393","9,393",891,"1,318","1,250","1,047","1,949","1,680",693,369,178,18,0
광주광역시 광산구 운남동(2920063500),"29,385","29,385","2,080","3,462","4,172","3,408","5,115","5,778","3,142","1,378",747,100,3,"14,312","14,312","1,039","1,820","2,121","1,716","2,491","2,801","1,542",515,246,21,0,"15,073","15,073","1,041","1,642","2,051","1,692","2,624","2,977","1,600",863,501,79,3
광주광역시 광산구 수완동(2920063700),"75,128","75,128","7,213","13,632","9,699","7,992","16,821","12,197","4,811","1,979",691,91,2,"37,002","37,002","3,700","6,834","5,034","3,821","7,794","6,390","2,377",817,223,12,0,"38,126","38,126","3,513","6,798","4,665","4,171","9,027","5,807","2,434","1,162",468,79,2
광주광역시 광산구 하남동(2920064000),"27,065","27,065","2,619","3,484","3,721","3,863","5,470","4,311","2,464",765,318,48,2,"13,984","13,984","1,333","1,814","2,016","2,056","2,797","2,198","1,302",356,105,7,0,"13,081","13,081","1,286","1,670","1,705","1,807","2,673","2,113","1,162",409,213,41,2
광주광역시 광산구 임곡동(2920065000),"1,970","1,970",44,102,107,114,153,329,493,321,257,48,2,"1,038","1,038",15,52,70,67,97,199,287,158,90,3,0,932,932,29,50,37,47,56,130,206,163,167,45,2
광주광역시 광산구 동곡동(2920066000),"1,703","1,703",25,62,118,113,153,272,403,312,222,23,0,894,894,14,37,68,71,98,156,238,148,63,1,0,809,809,11,25,50,42,55,116,165,164,159,22,0
광주광역시 광산구 평동(2920067000),"4,996","4,996",191,213,551,629,625,839,955,585,355,50,3,"2,773","2,773",95,116,342,376,403,481,537,300,111,12,0,"2,223","2,223",96,97,209,253,222,358,418,285,244,38,3
광주광역시 광산구 삼도동(2920068000),"2,134","2,134",44,110,123,130,181,346,488,367,288,55,2,"1,107","1,107",17,57,79,82,102,213,280,191,76,10,0,"1,027","1,027",27,53,44,48,79,133,208,176,212,45,2
광주광역시 광산구 본량동(2920069000),"1,872","1,872",18,82,91,103,169,314,407,328,321,38,1,943,943,7,42,49,56,102,201,229,149,99,9,0,929,929,11,40,42,47,67,113,178,179,222,29,1
광주광역시 광산구 신창동(2920070000),"33,881","33,881","2,817","4,982","5,281","4,225","6,807","5,944","2,323",981,451,68,2,"17,315","17,315","1,443","2,585","2,783","2,222","3,300","3,166","1,216",436,153,11,0,"16,566","16,566","1,374","2,397","2,498","2,003","3,507","2,778","1,107",545,298,57,2
대전광역시  (3000000000),"1,441,562","1,441,562","96,135","137,554","198,531","188,087","219,396","243,802","202,359","99,572","48,734","7,173",219,"719,008","719,008","49,512","71,001","103,848","99,510","109,529","121,622","98,075","45,866","18,239","1,770",36,"722,554","722,554","46,623","66,553","94,683","88,577","109,867","122,180","104,284","53,706","30,495","5,403",183
대전광역시 동구 (3011000000),"217,079","217,079","12,063","18,671","28,500","23,804","31,059","36,406","35,082","19,978","10,133","1,339",44,"109,283","109,283","6,263","9,605","15,086","12,944","16,161","18,937","17,097","9,081","3,771",328,10,"107,796","107,796","5,800","9,066","13,414","10,860","14,898","17,469","17,985","10,897","6,362","1,011",34
대전광역시 동구 중앙동(3011051500),"3,835","3,835",77,98,211,300,383,673,"1,009",670,364,49,1,"2,165","2,165",33,48,114,180,263,453,593,328,140,13,0,"1,670","1,670",44,50,97,120,120,220,416,342,224,36,1
대전광역시 동구 효동(3011053000),"22,794","22,794","1,713","3,208","2,283","2,081","4,311","3,789","2,957","1,626",724,100,2,"11,151","11,151",863,"1,645","1,226","1,044","2,049","1,930","1,354",739,276,25,0,"11,643","11,643",850,"1,563","1,057","1,037","2,262","1,859","1,603",887,448,75,2
대전광역시 동구 신인동(3011054500),"15,267","15,267","1,310","1,100","1,367","2,411","2,244","2,347","2,295","1,419",689,82,3,"7,461","7,461",674,616,686,"1,225","1,176","1,118","1,027",633,274,30,2,"7,806","7,806",636,484,681,"1,186","1,068","1,229","1,268",786,415,52,1
대전광역시 동구 판암1동(3011055100),"12,067","12,067",648,851,"1,253","1,333","1,540","2,127","2,209","1,250",748,103,5,"5,849","5,849",350,445,675,702,783,"1,026","1,053",555,232,27,1,"6,218","6,218",298,406,578,631,757,"1,101","1,156",695,516,76,4
대전광역시 동구 판암2동(3011055200),"7,961","7,961",186,306,599,638,817,"1,321","1,918","1,290",777,108,1,"3,833","3,833",98,148,329,363,479,687,916,550,243,19,1,"4,128","4,128",88,158,270,275,338,634,"1,002",740,534,89,0
대전광역시 동구 용운동(3011056000),"21,290","21,290","1,497","1,710","3,141","2,764","3,021","3,629","3,150","1,601",673,99,5,"10,751","10,751",783,854,"1,666","1,487","1,558","1,841","1,536",749,258,18,1,"10,539","10,539",714,856,"1,475","1,277","1,463","1,788","1,614",852,415,81,4
대전광역시 동구 대동(3011058500),"14,057","14,057","1,096","1,437","1,527","1,596","2,259","2,299","2,051","1,109",596,83,4,"7,056","7,056",562,755,824,821,"1,149","1,176",991,516,234,25,3,"7,001","7,001",534,682,703,775,"1,110","1,123","1,060",593,362,58,1
대전광역시 동구 자양동(3011059000),"10,673","10,673",282,722,"2,982",976,"1,086","1,518","1,621",943,483,58,2,"5,671","5,671",129,348,"1,671",586,645,837,820,426,200,9,0,"5,002","5,002",153,374,"1,311",390,441,681,801,517,283,49,2
대전광역시 동구 가양1동(3011062000),"12,829","12,829",540,"1,009","1,771","1,216","1,763","2,176","2,262","1,344",670,77,1,"6,703","6,703",268,511,"1,021",688,948,"1,202","1,156",630,259,20,0,"6,126","6,126",272,498,750,528,815,974,"1,106",714,411,57,1
대전광역시 동구 가양2동(3011063000),"18,863","18,863",807,"1,618","2,997","2,085","2,520","3,326","3,022","1,619",767,101,1,"9,450","9,450",445,835,"1,498","1,185","1,299","1,684","1,458",744,279,23,0,"9,413","9,413",362,783,"1,499",900,"1,221","1,642","1,564",875,488,78,1
대전광역시 동구 용전동(3011064000),"20,203","20,203",854,"1,356","3,916","2,890","2,853","3,315","2,801","1,471",678,67,2,"10,329","10,329",432,676,"1,919","1,690","1,532","1,752","1,380",675,256,17,0,"9,874","9,874",422,680,"1,997","1,200","1,321","1,563","1,421",796,422,50,2
대전광역시 동구 성남동(3011066500),"10,969","10,969",690,784,"1,125","1,180","1,526","1,884","1,982","1,134",571,88,5,"5,411","5,411",375,374,610,616,796,969,946,500,206,19,0,"5,558","5,558",315,410,515,564,730,915,"1,036",634,365,69,5
대전광역시 동구 홍도동(3011067000),"11,229","11,229",464,737,"2,106","1,379","1,429","1,872","1,799",922,461,60,0,"5,729","5,729",253,385,"1,071",792,799,970,881,388,175,15,0,"5,500","5,500",211,352,"1,035",587,630,902,918,534,286,45,0
대전광역시 동구 삼성동(3011069500),"13,192","13,192",560,"1,064","1,272","1,194","1,789","2,346","2,510","1,536",815,102,4,"6,690","6,690",291,551,719,646,953,"1,249","1,241",689,319,31,1,"6,502","6,502",269,513,553,548,836,"1,097","1,269",847,496,71,3
대전광역시 동구 대청동(3011072500),"2,248","2,248",42,106,154,123,180,426,584,337,247,48,1,"1,176","1,176",18,49,88,82,112,249,316,163,85,14,0,"1,072","1,072",24,57,66,41,68,177,268,174,162,34,1
대전광역시 동구 산내동(3011074000),"19,602","19,602","1,297","2,565","1,796","1,638","3,338","3,358","2,912","1,707",870,114,7,"9,858","9,858",689,"1,365",969,837,"1,620","1,794","1,429",796,335,23,1,"9,744","9,744",608,"1,200",827,801,"1,718","1,564","1,483",911,535,91,6
대전광역시 중구 (3014000000),"222,919","222,919","11,725","19,662","27,432","23,851","31,983","38,790","35,383","21,459","11,054","1,533",47,"109,425","109,425","5,998","10,058","13,913","12,347","16,100","19,683","17,007","9,637","4,263",407,12,"113,494","113,494","5,727","9,604","13,519","11,504","15,883","19,107","18,376","11,822","6,791","1,126",35
대전광역시 중구 은행선화동(3014053500),"13,906","13,906",630,873,"2,238","2,086","2,029","2,282","2,027","1,134",516,85,6,"7,136","7,136",306,416,"1,047","1,124","1,119","1,282","1,070",529,218,23,2,"6,770","6,770",324,457,"1,191",962,910,"1,000",957,605,298,62,4
대전광역시 중구 목동(3014055000),"16,814","16,814","1,622","2,735","1,802","1,826","3,445","2,729","1,435",764,398,57,1,"8,018","8,018",813,"1,318",912,830,"1,599","1,409",646,330,146,15,0,"8,796","8,796",809,"1,417",890,996,"1,846","1,320",789,434,252,42,1
대전광역시 중구 중촌동(3014056000),"13,767","13,767",895,"1,075","1,467","1,765","2,013","2,374","2,131","1,310",639,97,1,"6,708","6,708",448,562,773,927,"1,013","1,180",998,564,211,32,0,"7,059","7,059",447,513,694,838,"1,000","1,194","1,133",746,428,65,1
대전광역시 중구 대흥동(3014057500),"13,124","13,124",644,"1,014","2,350","1,828","1,927","1,910","1,821","1,027",501,99,3,"6,475","6,475",363,533,"1,056",947,989,"1,025",890,448,189,33,2,"6,649","6,649",281,481,"1,294",881,938,885,931,579,312,66,1
대전광역시 중구 문창동(3014060500),"4,310","4,310",128,263,384,369,509,763,925,564,350,53,2,"2,228","2,228",76,147,201,211,296,441,466,249,134,7,0,"2,082","2,082",52,116,183,158,213,322,459,315,216,46,2
대전광역시 중구 석교동(3014062000),"14,786","14,786",483,939,"1,501","1,321","1,774","2,630","3,149","1,930",952,106,1,"7,449","7,449",251,478,821,738,982,"1,341","1,550",894,373,20,1,"7,337","7,337",232,461,680,583,792,"1,289","1,599","1,036",579,86,0
대전광역시 중구 대사동(3014063000),"5,371","5,371",125,252,"1,004",602,547,837,967,583,402,50,2,"2,625","2,625",73,149,465,317,303,432,459,258,155,14,0,"2,746","2,746",52,103,539,285,244,405,508,325,247,36,2
대전광역시 중구 부사동(3014064000),"6,429","6,429",246,368,681,634,795,"1,148","1,277",804,415,60,1,"3,234","3,234",136,205,341,363,432,600,616,362,167,12,0,"3,195","3,195",110,163,340,271,363,548,661,442,248,48,1
대전광역시 중구 용두동(3014065500),"9,100","9,100",382,638,"1,669","1,360","1,206","1,423","1,109",757,508,47,1,"4,420","4,420",177,292,786,727,623,757,544,317,185,12,0,"4,680","4,680",205,346,883,633,583,666,565,440,323,35,1
대전광역시 중구 오류동(3014067000),"10,348","10,348",553,699,"1,384","1,304","1,306","1,840","1,506","1,054",597,102,3,"4,836","4,836",275,344,638,658,635,878,722,437,218,30,1,"5,512","5,512",278,355,746,646,671,962,784,617,379,72,2
대전광역시 중구 태평1동(3014068000),"12,798","12,798",868,"1,412","1,366","1,265","2,104","2,364","1,708","1,094",557,58,2,"6,143","6,143",440,708,703,616,"1,017","1,157",805,484,200,12,1,"6,655","6,655",428,704,663,649,"1,087","1,207",903,610,357,46,1
대전광역시 중구 태평2동(3014069000),"24,502","24,502","1,404","2,740","2,725","1,952","3,628","4,554","3,704","2,430","1,200",159,6,"11,669","11,669",712,"1,394","1,453",939,"1,654","2,183","1,708","1,074",506,46,0,"12,833","12,833",692,"1,346","1,272","1,013","1,974","2,371","1,996","1,356",694,113,6
대전광역시 중구 유천1동(3014070000),"5,927","5,927",242,271,691,751,798,"1,039","1,164",623,304,42,2,"3,047","3,047",128,149,369,418,455,559,560,287,109,12,1,"2,880","2,880",114,122,322,333,343,480,604,336,195,30,1
대전광역시 중구 유천2동(3014071000),"13,282","13,282",669,921,"1,632","1,435","1,735","2,113","2,368","1,529",776,102,2,"6,560","6,560",336,487,844,737,906,"1,046","1,135",721,319,28,1,"6,722","6,722",333,434,788,698,829,"1,067","1,233",808,457,74,1
대전광역시 중구 문화1동(3014072000),"20,741","20,741","1,369","2,554","2,617","1,904","3,297","3,614","2,642","1,699",919,123,3,"10,034","10,034",732,"1,326","1,335",896,"1,533","1,792","1,245",757,379,38,1,"10,707","10,707",637,"1,228","1,282","1,008","1,764","1,822","1,397",942,540,85,2
대전광역시 중구 문화2동(3014073000),"11,777","11,777",414,891,"1,207","1,189","1,481","2,201","2,222","1,236",800,131,5,"5,685","5,685",214,486,643,668,763,"1,080",996,521,280,34,0,"6,092","6,092",200,405,564,521,718,"1,121","1,226",715,520,97,5
대전광역시 중구 산성동(3014074000),"25,937","25,937","1,051","2,017","2,714","2,260","3,389","4,969","5,228","2,921","1,220",162,6,"13,158","13,158",518,"1,064","1,526","1,231","1,781","2,521","2,597","1,405",474,39,2,"12,779","12,779",533,953,"1,188","1,029","1,608","2,448","2,631","1,516",746,123,4
대전광역시 서구 (3017000000),"464,741","464,741","31,132","46,282","68,211","63,498","72,062","77,216","61,782","29,018","13,429","2,057",54,"228,082","228,082","16,017","23,858","34,502","32,921","34,990","37,413","29,352","13,416","5,097",506,10,"236,659","236,659","15,115","22,424","33,709","30,577","37,072","39,803","32,430","15,602","8,332","1,551",44
대전광역시 서구 복수동(3017051000),"21,723","21,723","1,603","2,842","2,693","2,195","3,788","3,820","2,680","1,424",595,78,5,"10,723","10,723",793,"1,440","1,419","1,097","1,799","1,933","1,268",699,257,16,2,"11,000","11,000",810,"1,402","1,274","1,098","1,989","1,887","1,412",725,338,62,3
