행정구역,2024년01월_계_총인구수,2024년01월_계_연령구간인구수,2024년01월_계_0~9세,2024년01월_계_10~19세,2024년01월_계_20~29세,2024년01월_계_30~39세,2024년01월_계_40~49세,2024년01월_계_50~59세,2024년01월_계_60~69세,2024년01월_계_70~79세,2024년01월_계_80~89세,2024년01월_계_90~99세,2024년01월_계_100세 이상,2024년01월_남_총인구수,2024년01월_남_연령구간인구수,2024년01월_남_0~9세,2024년01월_남_10~19세,2024년01월_남_20~29세,2024년01월_남_30~39세,2024년01월_남_40~49세,2024년01월_남_50~59세,2024년01월_남_60~69세,2024년01월_남_70~79세,2024년01월_남_80~89세,2024년01월_남_90~99세,2024년01월_남_100세 이상,2024년01월_여_총인구수,2024년01월_여_연령구간인구수,2024년01월_여_0~9세,2024년01월_여_10~19세,2024년01월_여_20~29세,2024년01월_여_30~39세,2024년01월_여_40~49세,2024년01월_여_50~59세,2024년01월_여_60~69세,2024년01월_여_70~79세,2024년01월_여_80~89세,2024년01월_여_90~99세,2024년01월_여_100세 이상
경기도 광주시 신현동(4161060000),"36,456","36,456","2,949","2,409","4,012","6,520","7,015","5,703","4,840","2,062",809,132,5,"18,117","18,117","1,442","1,258","2,079","3,432","3,702","2,650","2,211",984,336,23,0,"18,339","18,339","1,507","1,151","1,933","3,088","3,313","3,053","2,629","1,078",473,109,5
경기도 광주시 능평동(4161061000),"23,052","23,052","1,879","1,692","2,314","3,547","4,364","3,613","3,347","1,565",624,105,2,"11,516","11,516",968,861,"1,225","1,882","2,299","1,743","1,526",762,229,21,0,"11,536","11,536",911,831,"1,089","1,665","2,065","1,870","1,821",803,395,84,2
경기도 양주시 (4163000000),"269,658","269,658","21,747","27,029","29,816","34,275","44,163","45,795","37,056","18,873","9,461","1,388",55,"136,127","136,127","11,043","13,744","15,821","17,722","22,620","23,689","18,686","8,827","3,646",312,17,"133,531","133,531","10,704","13,285","13,995","16,553","21,543","22,106","18,370","10,046","5,815","1,076",38
경기도 양주시 백석읍(4163025000),"25,152","25,152",917,"2,224","2,749","2,088","3,205","5,094","4,899","2,421","1,355",197,3,"12,726","12,726",432,"1,154","1,534","1,125","1,628","2,637","2,507","1,158",515,36,0,"12,426","12,426",485,"1,070","1,215",963,"1,577","2,457","2,392","1,263",840,161,3
경기도 양주시 은현면(4163031000),"5,430","5,430",107,241,535,431,528,"1,073","1,406",678,368,63,0,"3,112","3,112",53,141,329,288,322,663,800,376,131,9,0,"2,318","2,318",54,100,206,143,206,410,606,302,237,54,0
경기도 양주시 남면(4163032000),"6,418","6,418",254,328,651,679,661,"1,101","1,507",745,398,90,4,"3,618","3,618",123,153,436,420,409,668,863,377,151,17,1,"2,800","2,800",131,175,215,259,252,433,644,368,247,73,3
경기도 양주시 광적면(4163033000),"11,096","11,096",435,761,"1,013",993,"1,339","2,332","2,440","1,091",605,84,3,"6,022","6,022",223,411,592,577,756,"1,322","1,333",542,246,20,0,"5,074","5,074",212,350,421,416,583,"1,010","1,107",549,359,64,3
경기도 양주시 장흥면(4163034000),"11,785","11,785",474,463,"1,108","1,174","1,257","2,033","2,682","1,526",862,196,10,"6,007","6,007",269,253,654,648,704,"1,021","1,328",741,341,44,4,"5,778","5,778",205,210,454,526,553,"1,012","1,354",785,521,152,6
경기도 양주시 양주1동(4163051000),"4,754","4,754",137,263,395,413,441,855,"1,173",625,385,66,1,"2,471","2,471",66,144,219,229,248,465,647,297,142,14,0,"2,283","2,283",71,119,176,184,193,390,526,328,243,52,1
경기도 양주시 양주2동(4163052000),"50,517","50,517","3,540","6,601","5,762","4,692","9,140","8,917","6,066","3,792","1,774",222,11,"24,660","24,660","1,800","3,328","2,892","2,396","4,440","4,558","2,796","1,679",708,61,2,"25,857","25,857","1,740","3,273","2,870","2,296","4,700","4,359","3,270","2,113","1,066",161,9
경기도 양주시 회천1동(4163053000),"9,028","9,028",533,632,"1,273","1,078","1,157","1,648","1,524",748,385,45,5,"4,775","4,775",271,339,741,615,601,876,819,348,156,7,2,"4,253","4,253",262,293,532,463,556,772,705,400,229,38,3
경기도 양주시 회천2동(4163054000),"37,772","37,772","2,947","3,203","4,455","5,619","5,648","6,706","5,454","2,450","1,160",124,6,"19,004","19,004","1,537","1,637","2,282","2,961","2,903","3,372","2,730","1,110",445,25,2,"18,768","18,768","1,410","1,566","2,173","2,658","2,745","3,334","2,724","1,340",715,99,4
경기도 양주시 회천3동(4163055000),"25,442","25,442","1,564","2,818","3,573","2,707","3,849","5,023","3,053","1,683","1,032",133,7,"12,615","12,615",814,"1,455","1,856","1,423","1,869","2,566","1,520",676,392,40,4,"12,827","12,827",750,"1,363","1,717","1,284","1,980","2,457","1,533","1,007",640,93,3
경기도 양주시 옥정1동(4163057000),"29,713","29,713","3,341","2,945","3,181","5,133","5,661","4,163","3,056","1,546",601,83,3,"15,125","15,125","1,676","1,492","1,701","2,599","2,985","2,128","1,512",790,224,16,2,"14,588","14,588","1,665","1,453","1,480","2,534","2,676","2,035","1,544",756,377,67,1
경기도 양주시 옥정2동(4163058000),"52,551","52,551","7,498","6,550","5,121","9,268","11,277","6,850","3,796","1,568",536,85,2,"25,992","25,992","3,779","3,237","2,585","4,441","5,755","3,413","1,831",733,195,23,0,"26,559","26,559","3,719","3,313","2,536","4,827","5,522","3,437","1,965",835,341,62,2
경기도 포천시 (4165000000),"143,157","143,157","6,598","10,438","16,007","13,778","17,210","27,936","29,291","13,164","7,564","1,129",42,"75,787","75,787","3,451","5,481","9,128","7,805","9,280","15,210","15,990","6,458","2,708",264,12,"67,370","67,370","3,147","4,957","6,879","5,973","7,930","12,726","13,301","6,706","4,856",865,30
경기도 포천시 소흘읍(4165025000),"43,207","43,207","2,217","4,245","5,462","4,026","6,019","9,024","7,510","2,906","1,529",255,14,"22,012","22,012","1,147","2,206","2,918","2,069","2,990","4,695","3,980","1,407",554,44,2,"21,195","21,195","1,070","2,039","2,544","1,957","3,029","4,329","3,530","1,499",975,211,12
경기도 포천시 군내면(4165031000),"9,103","9,103",559,576,916,"1,159","1,134","1,650","1,794",795,444,75,1,"4,864","4,864",298,279,527,658,611,890,"1,010",411,162,18,0,"4,239","4,239",261,297,389,501,523,760,784,384,282,57,1
경기도 포천시 내촌면(4165032000),"4,308","4,308",74,131,355,311,393,967,"1,219",517,298,41,2,"2,520","2,520",44,68,234,199,261,577,735,268,123,10,1,"1,788","1,788",30,63,121,112,132,390,484,249,175,31,1
경기도 포천시 가산면(4165033000),"7,218","7,218",151,327,608,560,704,"1,673","1,925",754,443,72,1,"4,272","4,272",72,175,377,332,461,"1,054","1,194",409,178,19,1,"2,946","2,946",79,152,231,228,243,619,731,345,265,53,0
경기도 포천시 신북면(4165034000),"11,659","11,659",456,747,"1,181","1,101","1,332","2,285","2,703","1,151",605,95,3,"6,455","6,455",244,425,685,680,752,"1,323","1,509",595,218,24,0,"5,204","5,204",212,322,496,421,580,962,"1,194",556,387,71,3
경기도 포천시 창수면(4165035000),"2,070","2,070",40,61,162,91,146,366,611,329,238,26,0,"1,152","1,152",23,37,117,60,87,232,336,173,79,8,0,918,918,17,24,45,31,59,134,275,156,159,18,0
경기도 포천시 영중면(4165036000),"4,616","4,616",119,216,342,270,402,850,"1,251",677,440,48,1,"2,467","2,467",65,113,189,146,239,500,705,326,169,14,1,"2,149","2,149",54,103,153,124,163,350,546,351,271,34,0
경기도 포천시 일동면(4165037000),"9,127","9,127",370,667,850,753,"1,072","1,468","2,026","1,137",655,126,3,"4,804","4,804",197,378,517,453,612,807,"1,050",544,214,32,0,"4,323","4,323",173,289,333,300,460,661,976,593,441,94,3
경기도 포천시 이동면(4165038000),"5,707","5,707",389,265,696,823,516,721,"1,165",688,394,49,1,"3,118","3,118",199,130,463,518,311,389,612,330,153,13,0,"2,589","2,589",190,135,233,305,205,332,553,358,241,36,1
경기도 포천시 영북면(4165039000),"7,719","7,719",481,400,857,878,752,"1,105","1,589",912,649,91,5,"4,172","4,172",244,206,592,556,445,633,825,414,224,30,3,"3,547","3,547",237,194,265,322,307,472,764,498,425,61,2
경기도 포천시 관인면(4165040000),"2,564","2,564",27,93,178,122,182,454,716,469,286,33,4,"1,330","1,330",13,39,111,80,112,248,386,228,104,7,2,"1,234","1,234",14,54,67,42,70,206,330,241,182,26,2
경기도 포천시 화현면(4165041000),"2,550","2,550",162,127,216,309,257,365,580,301,202,30,1,"1,352","1,352",84,57,120,176,152,199,324,163,74,3,0,"1,198","1,198",78,70,96,133,105,166,256,138,128,27,1
경기도 포천시 포천동(4165051000),"18,971","18,971",999,"1,608","2,393","2,027","2,388","3,776","3,388","1,479",805,104,4,"9,549","9,549",534,846,"1,281","1,116","1,179","1,879","1,761",671,261,19,2,"9,422","9,422",465,762,"1,112",911,"1,209","1,897","1,627",808,544,85,2
경기도 포천시 선단동(4165052000),"14,338","14,338",554,975,"1,791","1,348","1,913","3,232","2,814","1,049",576,84,2,"7,720","7,720",287,522,997,762,"1,068","1,784","1,563",519,195,23,0,"6,618","6,618",267,453,794,586,845,"1,448","1,251",530,381,61,2
경기도 여주시 (4167000000),"114,336","114,336","6,183","9,205","11,182","11,257","15,423","20,439","21,772","11,558","6,288",996,33,"58,157","58,157","3,167","4,826","6,075","6,047","7,883","10,674","11,147","5,667","2,439",227,5,"56,179","56,179","3,016","4,379","5,107","5,210","7,540","9,765","10,625","5,891","3,849",769,28
경기도 여주시 가남읍(4167025000),"14,468","14,468",674,"1,097","1,389","1,451","1,967","2,657","2,807","1,497",812,115,2,"7,553","7,553",345,568,781,822,"1,056","1,436","1,448",743,322,32,0,"6,915","6,915",329,529,608,629,911,"1,221","1,359",754,490,83,2
경기도 여주시 점동면(4167031000),"4,674","4,674",160,215,327,290,394,860,"1,176",740,428,79,5,"2,412","2,412",101,122,196,175,205,456,604,383,152,17,1,"2,262","2,262",59,93,131,115,189,404,572,357,276,62,4
경기도 여주시 흥천면(4167032000),"5,024","5,024",131,249,330,317,470,849,"1,361",802,434,79,2,"2,669","2,669",76,144,192,192,276,456,724,417,173,19,0,"2,355","2,355",55,105,138,125,194,393,637,385,261,60,2
경기도 여주시 금사면(4167033000),"2,914","2,914",65,123,149,186,230,510,844,496,259,50,2,"1,497","1,497",30,58,80,106,127,280,448,248,110,9,1,"1,417","1,417",35,65,69,80,103,230,396,248,149,41,1
경기도 여주시 세종대왕면(4167034500),"5,920","5,920",190,352,409,424,602,971,"1,493",854,522,102,1,"3,060","3,060",105,165,244,226,333,551,788,434,199,14,1,"2,860","2,860",85,187,165,198,269,420,705,420,323,88,0
경기도 여주시 대신면(4167035000),"6,654","6,654",135,346,476,401,514,"1,122","1,794","1,045",707,107,7,"3,466","3,466",64,190,287,234,284,625,950,516,286,29,1,"3,188","3,188",71,156,189,167,230,497,844,529,421,78,6
경기도 여주시 북내면(4167036000),"4,713","4,713",104,284,366,281,437,933,"1,157",638,442,69,2,"2,464","2,464",57,170,211,156,233,532,608,315,162,19,1,"2,249","2,249",47,114,155,125,204,401,549,323,280,50,1
경기도 여주시 강천면(4167037000),"4,301","4,301",97,234,289,266,416,884,"1,085",632,328,68,2,"2,239","2,239",48,130,164,142,230,474,572,324,138,17,0,"2,062","2,062",49,104,125,124,186,410,513,308,190,51,2
경기도 여주시 산북면(4167038000),"2,443","2,443",79,159,149,164,233,391,635,373,223,36,1,"1,242","1,242",34,76,79,102,121,208,332,184,95,11,0,"1,201","1,201",45,83,70,62,112,183,303,189,128,25,1
경기도 여주시 여흥동(4167051000),"20,975","20,975","1,000","1,768","2,553","2,107","3,058","3,942","3,715","1,804",903,122,3,"10,538","10,538",514,912,"1,372","1,135","1,526","2,000","1,834",874,340,31,0,"10,437","10,437",486,856,"1,181",972,"1,532","1,942","1,881",930,563,91,3
경기도 여주시 중앙동(4167052000),"24,269","24,269","2,042","2,512","2,905","3,193","3,932","4,131","3,204","1,556",694,99,1,"12,116","12,116","1,036","1,326","1,518","1,652","1,935","2,086","1,560",710,277,16,0,"12,153","12,153","1,006","1,186","1,387","1,541","1,997","2,045","1,644",846,417,83,1
경기도 여주시 오학동(4167053000),"17,981","17,981","1,506","1,866","1,840","2,177","3,170","3,189","2,501","1,121",536,70,5,"8,901","8,901",757,965,951,"1,105","1,557","1,570","1,279",519,185,13,0,"9,080","9,080",749,901,889,"1,072","1,613","1,619","1,222",602,351,57,5
경기도 연천군 (4180000000),"41,487","41,487","2,069","2,807","4,480","3,951","4,292","6,564","8,643","4,964","3,242",462,13,"21,738","21,738","1,057","1,466","2,837","2,341","2,303","3,555","4,517","2,365","1,165",128,4,"19,749","19,749","1,012","1,341","1,643","1,610","1,989","3,009","4,126","2,599","2,077",334,9
경기도 연천군 연천읍(4180025000),"7,851","7,851",630,434,"1,024","1,082",760,"1,096","1,291",848,604,78,4,"4,192","4,192",322,238,682,659,406,612,673,380,199,20,1,"3,659","3,659",308,196,342,423,354,484,618,468,405,58,3
경기도 연천군 전곡읍(4180025300),"17,961","17,961","1,104","1,717","1,997","1,946","2,316","2,965","3,193","1,603",953,160,7,"9,189","9,189",567,891,"1,138","1,097","1,167","1,545","1,638",764,330,49,3,"8,772","8,772",537,826,859,849,"1,149","1,420","1,555",839,623,111,4
경기도 연천군 군남면(4180031000),"2,972","2,972",56,133,285,149,239,482,776,471,339,41,1,"1,574","1,574",26,64,203,94,139,267,424,225,119,13,0,"1,398","1,398",30,69,82,55,100,215,352,246,220,28,1
경기도 연천군 청산면(4180032000),"4,170","4,170",114,168,554,275,379,661,"1,062",546,361,49,1,"2,255","2,255",53,90,401,184,226,365,549,250,122,15,0,"1,915","1,915",61,78,153,91,153,296,513,296,239,34,1
경기도 연천군 백학면(4180033000),"2,504","2,504",57,131,174,152,201,440,660,373,286,30,0,"1,338","1,338",28,71,114,98,115,251,351,179,122,9,0,"1,166","1,166",29,60,60,54,86,189,309,194,164,21,0
경기도 연천군 미산면(4180034000),"1,707","1,707",36,64,103,120,98,287,529,281,160,29,0,936,936,21,36,60,70,71,160,296,151,66,5,0,771,771,15,28,43,50,27,127,233,130,94,24,0
경기도 연천군 왕징면(4180035000),986,986,17,39,55,57,65,137,241,224,130,21,0,527,527,9,23,37,35,42,79,120,117,59,6,0,459,459,8,16,18,22,23,58,121,107,71,15,0
경기도 연천군 신서면(4180036000),"2,460","2,460",40,83,219,118,180,353,646,470,310,41,0,"1,268","1,268",20,37,153,73,107,206,334,223,108,7,0,"1,192","1,192",20,46,66,45,73,147,312,247,202,34,0
경기도 연천군 중면(4180037000),162,162,3,9,20,18,11,20,45,21,12,3,0,94,94,1,6,16,12,4,10,27,13,4,1,0,68,68,2,3,4,6,7,10,18,8,8,2,0
경기도 연천군 장남면(4180038000),714,714,12,29,49,34,43,123,200,127,87,10,0,365,365,10,10,33,19,26,60,105,63,36,3,0,349,349,2,19,16,15,17,63,95,64,51,7,0
경기도 가평군 (4182000000),"62,274","62,274","2,741","4,333","5,674","5,454","7,402","10,856","13,643","7,447","4,097",608,19,"32,087","32,087","1,394","2,202","3,261","3,017","3,935","5,782","7,054","3,650","1,614",172,6,"30,187","30,187","1,347","2,131","2,413","2,437","3,467","5,074","6,589","3,797","2,483",436,13
경기도 가평군 가평읍(4182025000),"20,830","20,830","1,101","1,769","2,146","2,085","2,792","3,579","3,849","2,054","1,279",167,9,"10,569","10,569",598,906,"1,205","1,091","1,454","1,893","1,925",983,474,38,2,"10,261","10,261",503,863,941,994,"1,338","1,686","1,924","1,071",805,129,7
경기도 가평군 설악면(4182031000),"9,612","9,612",424,719,862,743,"1,015","1,600","2,289","1,210",634,115,1,"4,960","4,960",209,335,473,422,535,851,"1,208",625,266,35,1,"4,652","4,652",215,384,389,321,480,749,"1,081",585,368,80,0
경기도 가평군 청평면(4182032500),"13,462","13,462",453,831,"1,161",986,"1,657","2,548","2,951","1,801",931,138,5,"6,884","6,884",219,419,669,547,891,"1,366","1,514",841,370,46,2,"6,578","6,578",234,412,492,439,766,"1,182","1,437",960,561,92,3
경기도 가평군 상면(4182033000),"5,459","5,459",119,208,393,361,499,"1,030","1,538",836,411,64,0,"2,883","2,883",55,118,268,217,270,542,809,413,168,23,0,"2,576","2,576",64,90,125,144,229,488,729,423,243,41,0
경기도 가평군 조종면(4182034500),"9,271","9,271",556,636,912,"1,072","1,121","1,473","1,973",955,500,70,3,"4,902","4,902",274,341,524,626,597,769,"1,059",491,200,20,1,"4,369","4,369",282,295,388,446,524,704,914,464,300,50,2
경기도 가평군 북면(4182035000),"3,640","3,640",88,170,200,207,318,626,"1,043",591,342,54,1,"1,889","1,889",39,83,122,114,188,361,539,297,136,10,0,"1,751","1,751",49,87,78,93,130,265,504,294,206,44,1
경기도 양평군 (4183000000),"125,381","125,381","6,450","9,971","9,787","10,531","16,124","21,501","26,978","15,143","7,639","1,227",30,"62,806","62,806","3,304","5,189","5,387","5,484","8,064","10,892","13,549","7,533","3,117",283,4,"62,575","62,575","3,146","4,782","4,400","5,047","8,060","10,609","13,429","7,610","4,522",944,26
경기도 양평군 양평읍(4183025000),"35,839","35,839","2,358","3,569","3,740","3,842","5,395","6,253","5,931","2,992","1,516",239,4,"17,828","17,828","1,178","1,828","2,000","1,991","2,586","3,159","2,972","1,467",589,58,0,"18,011","18,011","1,180","1,741","1,740","1,851","2,809","3,094","2,959","1,525",927,181,4
경기도 양평군 강상면(4183031000),"10,032","10,032",703,917,705,905,"1,532","1,577","1,977","1,152",491,72,1,"5,008","5,008",351,491,375,458,753,791,971,591,208,19,0,"5,024","5,024",352,426,330,447,779,786,"1,006",561,283,53,1
경기도 양평군 강하면(4183032000),"4,886","4,886",162,194,316,318,469,817,"1,440",795,324,49,2,"2,463","2,463",94,104,183,168,243,392,708,413,146,11,1,"2,423","2,423",68,90,133,150,226,425,732,382,178,38,1
경기도 양평군 양서면(4183033000),"13,847","13,847",617,"1,019","1,061","1,093","1,666","2,507","3,100","1,797",853,129,5,"6,830","6,830",331,522,563,542,841,"1,215","1,519",882,377,37,1,"7,017","7,017",286,497,498,551,825,"1,292","1,581",915,476,92,4
경기도 양평군 옥천면(4183034000),"8,098","8,098",385,582,592,664,999,"1,397","1,885","1,013",501,80,0,"4,122","4,122",194,304,358,361,520,717,951,501,197,19,0,"3,976","3,976",191,278,234,303,479,680,934,512,304,61,0
경기도 양평군 서종면(4183035000),"10,009","10,009",509,885,564,726,"1,463","1,782","2,270","1,247",480,83,0,"4,975","4,975",262,457,324,367,693,919,"1,102",627,206,18,0,"5,034","5,034",247,428,240,359,770,863,"1,168",620,274,65,0
경기도 양평군 단월면(4183036000),"3,941","3,941",89,242,207,233,375,673,"1,073",635,363,50,1,"2,032","2,032",45,132,123,135,209,344,568,325,143,8,0,"1,909","1,909",44,110,84,98,166,329,505,310,220,42,1
경기도 양평군 청운면(4183037000),"3,777","3,777",76,146,188,183,319,633,"1,080",679,410,61,2,"1,938","1,938",42,83,113,108,176,355,541,351,156,13,0,"1,839","1,839",34,63,75,75,143,278,539,328,254,48,2
경기도 양평군 양동면(4183038000),"4,554","4,554",106,197,243,250,358,783,"1,301",779,442,91,4,"2,304","2,304",67,94,149,139,200,399,670,394,178,13,1,"2,250","2,250",39,103,94,111,158,384,631,385,264,78,3
경기도 양평군 지평면(4183039500),"6,821","6,821",199,339,403,366,602,"1,149","1,903","1,101",635,120,4,"3,483","3,483",109,208,213,197,329,579,"1,004",568,246,29,1,"3,338","3,338",90,131,190,169,273,570,899,533,389,91,3
경기도 양평군 용문면(4183040000),"18,445","18,445","1,071","1,590","1,441","1,631","2,394","3,055","3,694","2,163","1,209",192,5,"9,210","9,210",548,817,792,854,"1,212","1,551","1,859","1,036",496,45,0,"9,235","9,235",523,773,649,777,"1,182","1,504","1,835","1,127",713,147,5
경기도 양평군 개군면(4183041000),"5,132","5,132",175,291,327,320,552,875,"1,324",790,415,61,2,"2,613","2,613",83,149,194,164,302,471,684,378,175,13,0,"2,519","2,519",92,142,133,156,250,404,640,412,240,48,2
강원특별자치도  (5100000000),"1,526,243","1,526,243","90,366","128,578","162,579","158,398","208,077","262,738","275,626","142,417","84,362","12,701",401,"767,496","767,496","46,163","66,641","91,001","84,661","105,875","135,654","138,097","65,855","30,664","2,791",94,"758,747","758,747","44,203","61,937","71,578","73,737","102,202","127,084","137,529","76,562","53,698","9,910",307
