행정구역,행정구역코드,여성출산적령기_20_39세,노인기준_65세_이상,소멸지수,2023년_계_65~69세,2023년_계_70~74세,2023년_계_75~79세,2023년_계_80~84세,2023년_계_85~89세,2023년_계_90~94세,2023년_계_95~99세,2023년_계_100세 이상,2023년_여_20~24세,2023년_여_25~29세,2023년_여_30~34세,2023년_여_35~39세
서울특별시 구로구 개봉제2동,1153075000,"3,622","7,110",0.509423347,"2,519","1,857","1,379",863,347,118,25,2,769,885,"1,012",956
서울특별시 구로구 개봉제3동,1153076000,"2,194","4,673",0.469505671,"1,702","1,217",852,549,263,75,13,2,425,611,617,541
서울특별시 구로구 오류제1동,1153077000,"4,679","4,333",1.079852296,"1,467","1,088",788,611,277,80,18,4,805,"1,599","1,401",874
서울특별시 구로구 오류제2동,1153078000,"4,434","7,753",0.571907649,"2,522","1,937","1,581","1,060",434,167,48,4,923,"1,180","1,268","1,063"
서울특별시 구로구 수궁동,1153079000,"2,679","5,017",0.533984453,"1,847","1,241",938,604,277,82,25,3,516,722,778,663
서울특별시 구로구 항동,1153080000,"2,388","1,931",1.23666494,776,542,303,173,96,35,3,3,292,417,681,998
서울특별시 금천구 ,1154500000,"35,199","44,531",0.790438122,"16,172","10,874","8,211","5,739","2,530",807,166,32,"6,194","11,932","10,119","6,954"
서울특별시 금천구 가산동,1154551000,"6,465","2,907",2.223942208,"1,103",733,541,335,146,38,9,2,"1,044","2,801","1,814",806
서울특별시 금천구 독산제1동,1154561000,"9,068","6,464",1.402846535,"2,344","1,572","1,203",861,343,118,19,4,"1,385","3,003","2,765","1,915"
서울특별시 금천구 독산제2동,1154562000,"2,310","3,831",0.602975724,"1,471",955,692,422,217,55,15,4,406,766,653,485
서울특별시 금천구 독산제3동,1154563000,"3,496","5,014",0.697247706,"1,893","1,198",886,633,274,103,24,3,594,"1,264",985,653
서울특별시 금천구 독산제4동,1154564000,"1,885","3,178",0.59314034,"1,183",842,578,386,124,48,15,2,347,605,562,371
서울특별시 금천구 시흥제1동,1154567000,"4,476","6,739",0.664193501,"2,339","1,601","1,300",907,399,152,34,7,790,"1,399","1,310",977
서울특별시 금천구 시흥제2동,1154568000,"2,153","4,531",0.475171044,"1,683",996,857,595,299,87,10,4,499,534,559,561
서울특별시 금천구 시흥제3동,1154569000,"1,166","2,547",0.457793483,895,678,442,344,145,30,12,1,239,332,324,271
서울특별시 금천구 시흥제4동,1154570000,"2,219","4,618",0.480511044,"1,726","1,145",857,555,249,72,11,3,461,656,608,494
서울특별시 금천구 시흥제5동,1154571000,"1,961","4,702",0.417056572,"1,535","1,154",855,701,334,104,17,2,429,572,539,421
서울특별시 영등포구 ,1156000000,"66,149","65,843",1.004647419,"22,583","15,682","12,225","9,010","4,518","1,468",298,59,"10,748","20,389","20,042","14,970"
서울특별시 영등포구 영등포본동,1156051500,"2,856","4,407",0.648059905,"1,573","1,089",769,579,289,85,18,5,540,792,782,742
서울특별시 영등포구 영등포동,1156053500,"8,836","3,526",2.505955757,"1,367",833,593,412,212,85,22,2,"1,232","3,546","2,700","1,358"
서울특별시 영등포구 여의동,1156054000,"4,633","6,585",0.703568717,"2,000","1,429","1,282",990,611,217,48,8,805,"1,160","1,359","1,309"
서울특별시 영등포구 당산제1동,1156055000,"4,575","3,573",1.280436608,"1,261",850,643,467,253,82,14,3,648,"1,518","1,498",911
서울특별시 영등포구 당산제2동,1156056000,"8,435","4,987",1.691397634,"1,710","1,249",891,645,370,93,24,5,"1,316","2,771","2,621","1,727"
서울특별시 영등포구 도림동,1156058500,"2,837","3,410",0.831964809,"1,120",826,654,471,251,70,15,3,482,827,889,639
서울특별시 영등포구 문래동,1156060500,"4,757","4,987",0.953880088,"1,711","1,227",906,649,340,125,23,6,756,"1,096","1,416","1,489"
서울특별시 영등포구 양평제1동,1156061000,"4,045","2,493",1.622543121,793,597,499,369,176,44,13,2,568,"1,206","1,311",960
서울특별시 영등포구 양평제2동,1156062000,"4,787","2,828",1.6927157,"1,040",646,513,371,178,65,13,2,677,"1,377","1,601","1,132"
서울특별시 영등포구 신길제1동,1156063000,"3,462","3,693",0.937449228,"1,193",813,725,567,282,99,11,3,655,"1,214",984,609
서울특별시 영등포구 신길제3동,1156065000,"2,119","3,357",0.63121835,"1,232",789,603,479,180,53,16,5,378,575,631,535
서울특별시 영등포구 신길제4동,1156066000,"1,546","2,536",0.609621451,952,567,462,355,142,44,12,2,256,421,460,409
서울특별시 영등포구 신길제5동,1156067000,"1,210","2,168",0.558118081,793,544,399,265,110,48,8,1,225,326,344,315
서울특별시 영등포구 신길제6동,1156068000,"2,972","3,449",0.861699043,"1,202",854,626,455,218,80,13,1,498,965,874,635
서울특별시 영등포구 신길제7동,1156069000,"2,837","2,797",1.014301037,"1,049",667,477,351,182,63,6,2,528,658,755,896
서울특별시 영등포구 대림제1동,1156070000,"1,716","3,282",0.52285192,"1,025",840,617,489,223,70,17,1,372,530,434,380
서울특별시 영등포구 대림제2동,1156071000,"1,787","2,918",0.612405757,851,703,661,443,196,51,9,4,328,595,557,307
서울특별시 영등포구 대림제3동,1156072000,"2,739","4,847",0.565091809,"1,711","1,159",905,653,305,94,16,4,484,812,826,617
서울특별시 동작구 ,1159000000,"62,403","70,089",0.890339426,"23,490","16,822","13,593","9,589","4,670","1,507",363,55,"13,595","19,348","16,407","13,053"
서울특별시 동작구 노량진제1동,1159051000,"5,172","6,150",0.84097561,"2,092","1,377","1,137",884,464,158,33,5,"1,020","1,655","1,398","1,099"
서울특별시 동작구 노량진제2동,1159052000,"1,708","2,257",0.756756757,747,564,425,297,155,52,16,1,314,651,462,281
서울특별시 동작구 상도제1동,1159053000,"7,820","7,680",1.018229167,"2,599","1,766","1,514","1,018",559,174,42,8,"2,758","2,162","1,621","1,279"
서울특별시 동작구 상도제2동,1159054000,"4,450","4,530",0.982339956,"1,531","1,085",847,581,346,112,24,4,936,"1,204","1,133","1,177"
서울특별시 동작구 상도제3동,1159055000,"4,097","4,839",0.846662534,"1,584","1,158",956,725,319,70,24,3,819,"1,400","1,116",762
서울특별시 동작구 상도제4동,1159056000,"4,370","5,580",0.783154122,"1,860","1,350","1,092",787,354,113,22,2,788,"1,400","1,225",957
서울특별시 동작구 흑석동,1159060500,"4,331","5,182",0.835777692,"1,689","1,185",946,773,392,158,38,1,"1,098","1,133","1,020","1,080"
서울특별시 동작구 사당제1동,1159062000,"5,087","3,995",1.273341677,"1,377","1,047",822,476,198,60,10,5,857,"1,956","1,407",867
서울특별시 동작구 사당제2동,1159063000,"4,062","5,997",0.677338669,"2,006","1,433","1,220",832,350,121,28,7,726,"1,065","1,206","1,065"
서울특별시 동작구 사당제3동,1159064000,"3,482","4,861",0.716313516,"1,649","1,228",999,637,259,68,18,3,624,965,979,914
