행정구역,행정구역코드,여성출산적령기_20_39세,노인기준_65세_이상,소멸지수,2023년_계_65~69세,2023년_계_70~74세,2023년_계_75~79세,2023년_계_80~84세,2023년_계_85~89세,2023년_계_90~94세,2023년_계_95~99세,2023년_계_100세 이상,2023년_여_20~24세,2023년_여_25~29세,2023년_여_30~34세,2023년_여_35~39세
대구광역시 달서구 유천동,2729061700,"3,901","2,046",1.906647116,891,552,297,193,73,34,4,2,714,579,"1,008","1,600"
대구광역시 달서구 상인1동,2729062400,"3,517","5,982",0.587930458,"2,304","1,465",941,695,401,155,18,3,969,899,831,818
대구광역시 달서구 상인2동,2729062500,"2,410","3,502",0.688178184,"1,391",845,551,408,225,68,14,0,512,783,657,458
대구광역시 달서구 상인3동,2729062600,714,"3,769",0.18944017,"1,291",970,602,514,261,109,19,3,174,197,176,167
대구광역시 달서구 도원동,2729062800,"3,312","6,886",0.480975893,"2,804","1,667","1,014",803,451,119,23,5,876,936,766,734
대구광역시 달서구 송현1동,2729063000,"1,928","4,447",0.433550708,"1,517","1,151",771,620,272,89,23,4,481,618,473,356
대구광역시 달서구 송현2동,2729064000,"1,676","4,817",0.347934399,"1,672","1,150",805,688,355,122,24,1,426,512,417,321
대구광역시 달서구 본동,2729065000,"1,258","2,894",0.434692467,"1,053",708,444,389,202,79,18,1,283,360,327,288
대구광역시 달성군 ,2771000000,"28,693","40,217",0.713454509,"15,189","10,123","6,370","4,858","2,605",887,162,23,"5,070","6,223","8,311","9,089"
대구광역시 달성군 화원읍,2771025000,"4,694","9,165",0.512165848,"3,533","2,321","1,461","1,122",525,173,27,3,"1,164","1,290","1,228","1,012"
대구광역시 달성군 논공읍,2771025300,339,"1,312",0.258384146,429,317,217,194,115,35,5,0,46,86,107,100
대구광역시 달성군 논공읍공단출장소,2771025400,"1,023","1,891",0.540983607,732,448,270,245,144,48,4,0,281,251,241,250
대구광역시 달성군 다사읍,2771025600,"5,954","6,815",0.873661042,"2,632","1,829","1,127",744,337,119,23,4,"1,204","1,313","1,660","1,777"
대구광역시 달성군 다사읍서재출장소,2771025700,"5,134","3,368",1.524346793,"1,458",903,462,350,140,41,11,3,714,942,"1,556","1,922"
대구광역시 달성군 유가읍,2771025900,"3,484","2,642",1.318697956,"1,112",635,384,271,169,64,7,0,477,578,"1,007","1,422"
대구광역시 달성군 옥포읍,2771026200,"2,383","4,849",0.491441534,"1,828","1,278",762,592,274,94,20,1,403,502,706,772
대구광역시 달성군 현풍읍,2771026500,"2,629","3,641",0.722054381,"1,314",880,633,429,282,84,16,3,411,665,787,766
대구광역시 달성군 가창면,2771031000,436,"2,772",0.157287157,865,657,470,368,265,112,29,6,101,98,111,126
대구광역시 달성군 하빈면,2771033000,141,"1,351",0.104367135,417,291,215,217,142,56,12,1,26,38,36,41
대구광역시 달성군 구지면,2771038000,"2,476","2,411",1.026959768,869,564,369,326,212,61,8,2,243,460,872,901
대구광역시 군위군 ,2772000000,931,"10,311",0.090291921,"2,946","2,298","1,751","1,787","1,120",345,57,7,194,248,225,264
대구광역시 군위군 군위읍,2772025000,486,"2,633",0.184580327,769,589,477,430,266,82,19,1,104,139,110,133
대구광역시 군위군 소보면,2772031000,74,"1,211",0.061106524,309,271,199,220,153,51,6,2,14,18,19,23
대구광역시 군위군 효령면,2772032000,131,"1,788",0.073266219,546,404,276,311,188,58,4,1,27,32,34,38
대구광역시 군위군 부계면,2772033000,70,990,0.070707071,278,229,163,180,107,28,5,0,15,17,17,21
대구광역시 군위군 우보면,2772034000,54,"1,051",0.051379638,293,213,179,184,136,39,6,1,12,15,14,13
대구광역시 군위군 의흥면,2772035000,76,"1,256",0.060509554,342,285,220,213,143,42,9,2,14,18,22,22
대구광역시 군위군 산성면,2772036000,19,659,0.028831563,175,157,103,119,82,19,4,0,4,2,3,10
대구광역시 군위군 삼국유사면,2772037000,21,723,0.029045643,234,150,134,130,45,26,4,0,4,7,6,4
인천광역시  ,2800000000,"372,991","497,057",0.750398848,"189,467","113,644","84,181","61,416","32,981","12,064","2,813",491,"77,325","97,863","102,523","95,280"
인천광역시 중구 ,2811000000,"21,434","24,912",0.860388568,"8,958","5,817","4,553","3,182","1,594",628,151,29,"4,181","5,928","5,921","5,404"
인천광역시 중구 연안동,2811052000,379,"1,670",0.226946108,630,370,272,224,108,43,20,3,99,98,103,79
인천광역시 중구 신포동,2811053000,412,"1,362",0.302496329,386,319,282,178,124,53,15,5,93,109,119,91
인천광역시 중구 신흥동,2811054000,"1,626","3,056",0.532068063,"1,079",690,563,426,212,66,18,2,355,454,449,368
인천광역시 중구 도원동,2811056000,265,"1,277",0.207517619,416,302,260,182,75,32,7,3,62,80,62,61
인천광역시 중구 율목동,2811057000,216,972,0.222222222,293,226,222,130,61,32,7,1,54,73,44,45
인천광역시 중구 동인천동,2811058500,434,"1,787",0.242865137,563,379,317,275,155,81,14,3,91,121,126,96
인천광역시 중구 개항동,2811061500,682,"2,114",0.322611164,690,491,428,285,149,56,14,1,170,196,176,140
인천광역시 중구 영종동,2811062000,"2,920","3,462",0.843443096,"1,457",782,511,375,215,98,20,4,476,747,868,829
인천광역시 중구 영종1동,2811062200,"7,209","4,409",1.635064641,"1,786","1,126",778,426,203,74,14,2,"1,061","1,408","2,102","2,638"
인천광역시 중구 운서동,2811062800,"7,143","3,412",2.093493552,"1,162",794,661,514,207,56,15,3,"1,691","2,601","1,830","1,021"
인천광역시 중구 용유동,2811063000,148,"1,391",0.106398275,496,338,259,167,85,37,7,2,29,41,42,36
인천광역시 중구영종출장소 ,2811400000,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 중구용유출장소 ,2811800000,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시 동구 ,2814000000,"5,868","15,240",0.38503937,"4,933","3,541","2,991","2,226","1,051",394,93,11,"1,300","1,546","1,570","1,452"
인천광역시 동구 만석동,2814051000,532,"1,646",0.323207776,584,364,315,213,108,56,5,1,140,133,115,144
인천광역시 동구 화수1.화평동,2814052500,447,"1,766",0.253114383,534,405,357,281,126,50,12,1,112,133,107,95
인천광역시 동구 화수2동,2814053000,556,"2,338",0.237810094,702,504,481,398,178,59,16,0,143,160,125,128
인천광역시 동구 송현1.2동,2814055500,"1,018","2,311",0.440501947,781,559,482,297,136,43,11,2,234,280,249,255
인천광역시 동구 송현3동,2814057000,216,996,0.21686747,325,212,201,142,80,29,7,0,45,70,60,41
인천광역시 동구 송림1동,2814058000,"1,085","1,053",1.030389364,361,246,203,129,74,33,7,0,197,304,347,237
인천광역시 동구 송림2동,2814059000,80,588,0.136054422,163,146,104,83,61,22,8,1,22,19,21,18
인천광역시 동구 송림3.5동,2814060500,481,"1,348",0.356824926,433,322,248,222,88,28,6,1,121,131,111,118
인천광역시 동구 송림4동,2814061000,806,888,0.907657658,347,226,143,113,39,15,3,2,138,160,261,247
인천광역시 동구 송림6동,2814063000,489,"1,429",0.342197341,456,361,268,203,99,28,13,1,106,110,134,139
인천광역시 동구 금창동,2814064000,158,877,0.180159635,247,196,189,145,62,31,5,2,42,46,40,30
인천광역시 미추홀구 ,2817700000,"50,098","79,880",0.627165749,"28,437","18,505","14,615","10,607","5,363","1,856",428,69,"10,901","13,672","13,586","11,939"
인천광역시 미추홀구 숭의2동,2817751000,"1,609","3,014",0.53384207,"1,023",668,569,436,234,61,18,5,302,491,440,376
인천광역시 미추홀구 숭의1.3동,2817752000,"2,335","2,664",0.876501502,899,582,461,390,232,75,22,3,404,650,719,562
인천광역시 미추홀구 숭의4동,2817753000,"1,689","3,384",0.499113475,"1,134",779,660,466,230,99,13,3,341,466,465,417
인천광역시 미추홀구 용현1.4동,2817754000,"2,252","4,117",0.547000243,"1,283","1,000",792,660,263,89,26,4,"1,059",578,334,281
인천광역시 미추홀구 용현2동,2817755000,"2,850","3,644",0.782107574,"1,204",922,702,491,220,78,26,1,407,755,963,725
인천광역시 미추홀구 용현3동,2817756000,699,"2,157",0.324061196,674,522,402,311,176,58,12,2,148,214,202,135
인천광역시 미추홀구 용현5동,2817757000,"5,664","7,220",0.784487535,"2,727","1,586","1,327",924,468,146,39,3,"1,501","1,506","1,348","1,309"
인천광역시 미추홀구 학익1동,2817758000,"3,053","5,260",0.580418251,"1,971","1,228",933,694,296,111,21,6,862,776,707,708
인천광역시 미추홀구 학익2동,2817759000,"1,873","4,105",0.456272838,"1,396",906,786,550,328,109,26,4,451,534,446,442
인천광역시 미추홀구 도화1동,2817760000,"2,669","4,298",0.620986505,"1,459",973,825,570,327,112,29,3,506,720,800,643
인천광역시 미추홀구 도화2.3동,2817761000,"3,978","5,294",0.751416698,"2,060","1,227",927,623,329,108,16,4,730,943,"1,095","1,210"
인천광역시 미추홀구 주안1동,2817762000,"3,589","2,637",1.361016306,"1,100",596,416,308,152,48,15,2,627,"1,172","1,047",743
인천광역시 미추홀구 주안2동,2817763000,"2,726","4,641",0.587373411,"1,654","1,070",884,603,296,101,29,4,489,685,839,713
인천광역시 미추홀구 주안3동,2817764000,"1,569","2,491",0.629867523,850,598,512,322,148,52,8,1,275,396,492,406
인천광역시 미추홀구 주안4동,2817765000,"2,176","4,046",0.537815126,"1,369",965,762,574,253,94,26,3,370,515,682,609
인천광역시 미추홀구 주안5동,2817766000,"2,533","4,158",0.609187109,"1,513",935,725,564,278,116,19,8,482,733,734,584
인천광역시 미추홀구 주안6동,2817767000,"2,596","3,912",0.663599182,"1,434",906,701,473,277,101,18,2,472,713,735,676
인천광역시 미추홀구 주안7동,2817768000,"1,049","3,243",0.323465927,"1,107",747,601,455,235,73,20,5,250,312,263,224
인천광역시 미추홀구 주안8동,2817769000,"2,062","4,169",0.494603022,"1,518",982,717,558,286,87,18,3,493,611,500,458
인천광역시 미추홀구 관교동,2817770000,"1,570","3,256",0.482186732,"1,234",789,566,363,194,86,21,3,365,463,385,357
인천광역시 미추홀구 문학동,2817771000,"1,557","2,170",0.717511521,828,524,347,272,141,52,6,0,367,439,390,361
인천광역시 연수구 ,2818500000,"49,893","47,731",1.04529551,"19,700","10,355","7,413","5,560","3,117","1,230",304,52,"10,917","11,677","13,107","14,192"
인천광역시 연수구 옥련1동,2818563000,"1,874","3,405",0.550367107,"1,172",722,640,460,274,114,23,0,452,545,475,402
인천광역시 연수구 옥련2동,2818564000,"2,129","3,270",0.651070336,"1,254",717,547,441,217,76,16,2,509,582,564,474
인천광역시 연수구 선학동,2818575000,"1,987","3,693",0.53804495,"1,459",851,581,446,236,92,23,5,366,510,579,532
인천광역시 연수구 연수1동,2818576100,"1,864","3,168",0.588383838,"1,272",706,529,369,192,82,15,3,528,530,434,372
인천광역시 연수구 연수2동,2818576200,"2,653","3,510",0.755840456,"1,388",732,522,438,287,109,26,8,519,725,812,597
인천광역시 연수구 연수3동,2818576300,"1,850","3,380",0.547337278,"1,243",689,552,483,275,103,30,5,408,473,545,424
인천광역시 연수구 청학동,2818576600,"2,305","4,956",0.465092817,"1,869","1,063",815,643,387,138,35,6,479,658,670,498
인천광역시 연수구 동춘1동,2818578000,"3,008","3,104",0.969072165,"1,411",703,406,303,173,80,23,5,691,696,789,832
인천광역시 연수구 동춘2동,2818579000,"2,226","2,585",0.861121857,"1,092",505,388,316,207,63,10,4,492,570,641,523
인천광역시 연수구 동춘3동,2818579500,"1,958","2,473",0.79175091,965,528,386,336,157,75,23,3,595,490,429,444
인천광역시 연수구 송도1동,2818582000,"5,473","3,829",1.429354923,"1,644",857,574,421,200,100,31,2,"1,946","1,429","1,067","1,031"
인천광역시 연수구 송도2동,2818583000,"3,890","2,435",1.597535934,"1,104",494,356,260,151,51,15,4,938,735,829,"1,388"
인천광역시 연수구 송도3동,2818584000,"7,430","3,190",2.329153605,"1,431",714,518,289,158,65,13,2,"1,343","1,725","2,002","2,360"
인천광역시 연수구 송도4동,2818585000,"4,501","1,918",2.346715328,890,446,278,168,93,36,7,0,760,836,"1,185","1,720"
인천광역시 연수구 송도5동,2818586000,"6,745","2,815",2.396092362,"1,506",628,321,187,110,46,14,3,891,"1,173","2,086","2,595"
인천광역시 남동구 ,2820000000,"58,282","85,478",0.681836262,"32,863","20,133","14,635","10,149","5,295","1,880",447,76,"12,929","16,098","15,215","14,040"
인천광역시 남동구 구월1동,2820051000,"4,121","4,782",0.861773317,"1,905","1,111",814,499,303,115,28,7,830,"1,168","1,133",990
인천광역시 남동구 구월2동,2820052000,"4,045","5,133",0.788038184,"2,058","1,287",864,535,263,98,24,4,915,997,"1,064","1,069"
인천광역시 남동구 구월3동,2820052100,"5,706","3,668",1.55561614,"1,407",877,666,438,200,70,8,2,"1,230","2,024","1,437","1,015"
인천광역시 남동구 구월4동,2820052200,"1,474","3,192",0.461779449,"1,140",748,607,409,191,76,19,2,327,509,361,277
인천광역시 남동구 간석1동,2820053000,"2,086","3,592",0.580734967,"1,199",842,692,493,235,111,18,2,402,623,593,468
인천광역시 남동구 간석2동,2820054000,"2,238","3,992",0.560621242,"1,457",966,738,489,246,76,18,2,504,623,556,555
인천광역시 남동구 간석3동,2820055000,"3,121","5,244",0.595156369,"1,910","1,311",913,687,294,93,30,6,691,903,835,692
인천광역시 남동구 간석4동,2820055100,"3,631","5,254",0.691092501,"1,999","1,267",903,616,326,113,25,5,821,"1,038",978,794
인천광역시 남동구 만수1동,2820056000,"1,753","3,984",0.44001004,"1,404",869,694,558,337,100,22,0,359,506,488,400
인천광역시 남동구 만수2동,2820057000,"2,465","4,278",0.576203834,"1,731","1,055",686,472,224,81,26,3,624,665,631,545
인천광역시 남동구 만수3동,2820058000,"1,853","3,054",0.606745252,"1,198",734,537,332,168,72,13,0,411,532,508,402
인천광역시 남동구 만수4동,2820058100,"2,166","3,996",0.542042042,"1,581",897,695,447,254,96,20,6,446,605,624,491
인천광역시 남동구 만수5동,2820058200,"1,610","3,665",0.439290587,"1,299",925,687,440,231,58,23,2,366,502,431,311
인천광역시 남동구 만수6동,2820058300,"2,407","4,766",0.505035669,"1,797",997,766,646,379,139,37,5,611,662,607,527
인천광역시 남동구 장수서창동,2820065000,"1,777","3,691",0.481441344,"1,483",850,622,418,217,78,19,4,410,469,442,456
인천광역시 남동구 서창2동,2820065500,"4,311","4,874",0.884489126,"2,109","1,226",761,451,223,76,22,6,621,844,"1,148","1,698"
인천광역시 남동구 남촌도림동,2820066000,"1,996","4,078",0.489455615,"1,549",934,680,514,273,101,24,3,499,592,502,403
인천광역시 남동구 논현1동,2820069000,"3,410","4,553",0.748956732,"1,821","1,057",716,531,293,107,21,7,850,843,840,877
인천광역시 남동구 논현2동,2820070000,"3,672","5,310",0.691525424,"1,958","1,219",893,710,367,124,34,5,855,"1,002",995,820
인천광역시 남동구 논현고잔동,2820071000,"4,440","4,372",1.015553522,"1,858",961,701,464,271,96,16,5,"1,157",991,"1,042","1,250"
인천광역시 부평구 ,2823700000,"64,960","87,260",0.744441898,"33,327","20,095","14,591","10,822","5,797","2,083",458,87,"12,842","17,797","18,821","15,500"
인천광역시 부평구 부평1동,2823751000,"5,435","6,098",0.891275828,"2,244","1,400","1,027",776,451,158,35,7,"1,141","1,671","1,508","1,115"
인천광역시 부평구 부평2동,2823752000,"1,889","2,973",0.635385133,"1,046",761,556,368,176,55,11,0,394,565,517,413
인천광역시 부평구 부평3동,2823753000,"1,949","3,129",0.62288271,"1,084",717,551,438,232,75,27,5,314,522,623,490
인천광역시 부평구 부평4동,2823754000,"5,363","5,746",0.933344936,"2,161","1,294","1,059",699,380,130,20,3,940,"1,626","1,589","1,208"
인천광역시 부평구 부평5동,2823755000,"5,278","4,656",1.133591065,"1,880","1,030",750,568,302,105,17,4,869,"1,516","1,611","1,282"
인천광역시 부평구 부평6동,2823756000,"2,036","2,863",0.711142159,"1,051",654,458,404,221,55,19,1,363,593,566,514
인천광역시 부평구 산곡1동,2823757000,"2,183","2,420",0.902066116,957,546,381,298,162,56,16,4,312,474,752,645
인천광역시 부평구 산곡2동,2823758000,"3,297","4,699",0.701638647,"1,811","1,125",794,548,285,110,23,3,829,826,812,830
인천광역시 부평구 산곡3동,2823758100,"2,105","5,053",0.416584207,"1,757","1,053",897,695,436,171,31,13,501,591,552,461
인천광역시 부평구 산곡4동,2823758200,"1,989","3,106",0.640373471,"1,173",720,482,374,251,81,22,3,490,564,523,412
인천광역시 부평구 청천1동,2823759100,"2,734","2,103",1.300047551,950,472,319,216,94,39,9,4,315,487,993,939
인천광역시 부평구 청천2동,2823759200,"4,437","5,501",0.806580622,"2,220","1,276",877,640,320,134,31,3,807,"1,240","1,294","1,096"
인천광역시 부평구 갈산1동,2823764100,"1,840","2,810",0.65480427,"1,104",645,462,346,174,56,17,6,401,546,481,412
인천광역시 부평구 갈산2동,2823764200,"2,140","3,914",0.546755238,"1,522",935,635,437,252,101,29,3,412,560,627,541
인천광역시 부평구 삼산1동,2823764600,"3,743","5,596",0.668870622,"2,148","1,211",893,718,408,189,26,3,869,963,"1,008",903
인천광역시 부평구 삼산2동,2823764800,"3,020","3,600",0.838888889,"1,398",821,600,414,241,97,22,7,945,756,679,640
인천광역시 부평구 부개1동,2823765000,"1,697","3,964",0.428102926,"1,469",992,687,492,244,60,16,4,309,496,501,391
인천광역시 부평구 부개2동,2823766000,"2,479","3,327",0.74511572,"1,279",803,568,420,181,62,13,1,489,663,692,635
인천광역시 부평구 부개3동,2823766100,"3,851","4,552",0.846001757,"1,735","1,031",744,595,300,113,29,5,847,"1,091","1,089",824
인천광역시 부평구 일신동,2823767000,"1,282","2,386",0.537300922,976,546,387,263,146,60,8,0,272,333,350,327
인천광역시 부평구 십정1동,2823768000,"3,942","3,933",1.00228833,"1,511",912,645,509,248,84,19,5,570,"1,036","1,406",930
인천광역시 부평구 십정2동,2823769000,"2,271","4,831",0.470089008,"1,851","1,151",819,604,293,92,18,3,453,678,648,492
